user_id,1_per_0_place,1_per_1_place,1_per_2_place,1_per_3_place,2_per_0_place,2_per_1_place,2_per_2_place,2_per_3_place,3_per_0_place,3_per_1_place,3_per_2_place,3_per_3_place,4_per_0_place,4_per_1_place,4_per_2_place,4_per_3_place,5_per_0_place,5_per_1_place,5_per_2_place,5_per_3_place,6_per_0_place,6_per_1_place,6_per_2_place,6_per_3_place,1_per_0_score,1_per_1_score,1_per_2_score,1_per_3_score,2_per_0_score,2_per_1_score,2_per_2_score,2_per_3_score,3_per_0_score,3_per_1_score,3_per_2_score,3_per_3_score,4_per_0_score,4_per_1_score,4_per_2_score,4_per_3_score,5_per_0_score,5_per_1_score,5_per_2_score,5_per_3_score,6_per_0_score,6_per_1_score,6_per_2_score,6_per_3_score,game_id,team_id
10384,2,4,4,1,1,1,4,5,4,1,1,1,4,1,1,1,5,1,4,1,5,1,4,1,97,22,30,36,83,8,145,7,176,35,16,58,64,27,290,103,5,16,15,158,61,50,32,4,264,1926
10385,3,5,4,5,5,1,5,5,4,1,5,5,5,1,5,1,5,1,4,1,5,2,4,1,104,32,50,2,10,8,179,12,211,17,8,29,88,27,153,103,15,16,20,158,92,28,36,4,236,1678
10386,1,3,6,3,3,2,2,2,6,6,6,3,3,2,3,2,1,2,6,2,2,6,3,2,106,35,9,8,28,8,198,17,141,7,7,33,90,27,182,103,39,16,3,158,92,15,32,4,210,1526
10387,2,3,4,5,5,3,2,3,1,6,6,3,1,3,4,3,2,3,5,3,1,6,4,3,103,28,18,2,7,8,164,9,171,14,8,38,106,27,158,103,22,16,5,158,89,16,28,4,206,1478
10388,6,2,3,2,2,2,2,2,3,3,1,4,2,2,5,2,2,2,3,2,4,3,3,2,59,47,62,6,25,8,265,39,252,14,12,28,107,27,130,103,58,16,29,158,102,19,40,4,213,1546
10389,1,2,3,1,1,5,2,2,3,6,3,2,2,5,1,5,2,5,3,5,3,5,3,5,79,28,38,8,31,8,117,0,197,15,12,31,97,27,161,103,2,16,13,158,58,29,34,4,242,1736
10390,5,3,3,4,4,4,3,3,3,4,3,6,1,4,4,4,4,4,3,4,2,4,3,4,99,47,76,4,16,8,281,41,285,14,11,27,108,27,157,103,63,16,41,158,111,19,46,4,236,1686
10391,2,5,3,1,1,4,4,3,2,5,3,1,1,4,1,4,4,4,3,4,3,5,2,4,102,15,39,18,56,8,126,12,208,16,12,45,106,27,233,103,14,16,10,158,64,21,37,4,210,1522
10392,1,6,2,4,3,3,6,5,1,4,6,2,1,3,2,3,6,3,1,3,5,6,2,3,106,16,35,3,17,8,38,-13,190,19,11,31,93,27,168,103,-45,16,15,158,56,24,28,4,239,1718
10393,6,5,5,4,4,6,5,4,5,4,6,1,4,6,4,6,5,6,5,6,5,4,2,6,61,22,10,1,8,8,79,-8,141,17,11,35,74,27,116,103,-21,16,3,158,55,31,37,4,242,1738
10394,6,2,1,5,4,2,2,2,2,1,1,5,5,2,5,2,2,2,2,2,5,1,1,2,56,46,61,3,15,8,243,28,215,32,16,25,59,27,115,103,70,16,23,158,60,39,40,4,214,1560
10395,4,1,2,5,6,4,1,1,2,2,2,5,6,4,4,4,1,4,2,4,5,2,2,4,73,55,89,5,19,8,302,63,298,21,12,27,85,27,136,103,88,16,45,158,62,34,58,4,213,1548
10396,5,5,5,5,5,6,5,6,5,3,5,1,5,6,5,6,5,6,3,6,4,2,6,6,61,18,23,1,7,8,52,-17,137,20,13,32,64,27,114,103,-42,16,11,158,57,36,19,4,239,1722
10397,1,6,2,1,1,6,6,5,2,4,6,1,3,6,1,6,6,6,3,6,3,5,1,6,105,11,44,9,36,8,41,-18,213,16,8,35,100,27,193,103,-54,16,15,158,80,22,38,4,211,1532
10398,2,1,6,1,1,1,1,1,6,3,4,1,6,1,1,1,1,1,6,1,6,3,4,1,97,50,-43,14,49,8,234,25,27,18,11,42,47,27,213,103,79,16,-20,158,54,26,25,4,262,1908
10399,5,5,6,4,4,1,5,5,5,1,2,5,5,1,5,1,5,1,5,1,4,2,5,1,54,36,-22,-3,-9,8,150,5,80,25,12,28,62,27,82,103,3,16,-7,158,77,29,22,4,184,1272
10400,5,3,2,2,2,2,3,2,2,3,3,3,2,2,3,2,3,2,2,2,2,5,2,2,52,32,43,6,25,8,187,17,182,16,13,27,76,27,123,103,40,16,16,158,79,19,31,4,237,1690
10401,3,3,2,1,1,5,3,3,2,5,3,4,1,5,2,5,3,5,3,5,3,5,1,5,66,28,27,6,23,8,108,-2,178,18,15,30,93,27,140,103,-12,16,9,158,69,25,31,4,249,1830
10402,5,6,6,3,3,2,6,6,6,3,2,5,6,2,5,2,6,2,6,2,6,4,6,2,64,12,-51,7,23,8,16,-25,12,19,13,26,43,27,133,103,-46,16,-21,158,50,25,22,4,183,1260
10403,2,4,2,1,1,2,4,4,2,4,3,1,3,2,1,2,5,2,2,2,4,2,2,2,104,27,61,32,79,8,143,13,240,18,12,58,85,27,285,103,4,16,30,158,67,32,46,4,190,1350
10404,5,2,1,6,6,1,1,1,1,1,2,5,1,1,6,1,2,1,1,1,4,2,3,1,62,65,28,-3,-15,8,328,43,197,18,11,28,109,27,83,103,93,16,15,158,103,24,27,4,252,1848
10405,5,1,2,5,5,3,1,1,2,3,3,2,6,3,5,3,1,3,2,3,1,2,2,3,68,78,60,2,9,8,397,81,211,20,12,32,66,27,123,103,91,16,26,158,113,34,39,4,218,1586
10406,2,3,3,2,2,4,3,3,3,6,4,3,2,4,2,4,3,4,4,4,4,4,3,4,101,27,38,7,25,8,162,8,201,14,11,30,100,27,174,103,28,16,14,158,76,23,35,4,211,1538
10407,2,1,4,5,5,6,1,2,4,5,6,4,3,6,4,6,1,6,4,6,1,6,5,6,106,54,14,4,21,8,268,22,142,12,8,30,89,27,169,103,66,16,4,158,110,16,23,4,205,1462
10408,5,5,5,5,5,6,5,6,5,3,5,1,5,6,5,6,5,6,3,6,4,2,6,6,61,18,23,1,7,8,52,-17,137,20,13,32,64,27,114,103,-42,16,11,158,57,36,19,4,239,1722
10409,4,3,1,4,4,1,3,2,1,2,2,6,4,1,4,1,3,1,1,1,5,1,1,1,72,35,79,3,13,8,228,38,293,21,12,23,99,27,123,103,45,16,43,158,75,35,51,4,218,1580
10410,1,3,6,3,3,2,2,2,6,6,6,3,3,2,3,2,1,2,6,2,2,6,3,2,106,35,9,8,28,8,198,17,141,7,7,33,90,27,182,103,39,16,3,158,92,15,32,4,210,1526
10411,2,6,3,2,2,6,5,4,3,5,4,3,2,6,2,6,5,6,3,6,4,6,3,6,102,13,29,11,37,8,43,-8,170,15,12,35,84,27,197,103,-46,16,13,158,58,26,29,4,245,1774
10412,4,6,1,6,6,2,5,4,2,5,3,4,2,2,6,2,4,2,2,2,4,4,6,2,83,22,42,1,5,8,96,-1,207,14,12,37,104,27,138,103,-10,16,15,158,63,22,32,4,241,1726
10413,3,1,5,1,1,4,1,1,5,4,2,1,4,4,1,4,1,4,5,4,3,2,2,4,100,62,5,23,66,8,327,45,146,20,15,52,84,27,256,103,88,16,0,158,93,39,37,4,214,1562
10414,4,1,3,5,3,4,2,2,3,5,4,4,2,4,4,4,2,4,4,4,2,5,4,4,67,41,33,4,21,8,249,26,205,15,12,27,110,27,131,103,47,16,15,158,116,19,32,4,192,1370
10415,1,4,4,2,2,2,4,4,4,2,5,3,4,2,1,2,4,2,5,2,5,4,5,2,101,24,16,5,22,8,77,-10,127,21,12,30,66,27,170,103,-20,16,2,158,57,26,22,4,249,1826
10416,1,3,3,3,3,3,3,5,3,5,5,4,4,3,3,3,3,3,3,3,4,5,6,3,105,40,25,3,15,8,214,17,162,12,8,32,90,27,163,103,56,16,8,158,80,21,27,4,231,1636
10417,3,1,2,1,1,1,1,2,2,1,1,1,3,1,1,1,2,1,2,1,1,1,2,1,74,44,48,26,76,8,214,18,214,50,22,57,60,27,255,103,23,16,21,158,67,62,35,4,219,1598
10418,5,6,1,6,4,3,6,6,1,1,3,6,4,3,6,3,6,3,1,3,6,1,1,3,63,7,97,4,21,8,38,-10,338,24,11,25,106,27,124,103,-54,16,47,158,60,35,64,4,213,1544
10419,6,5,3,6,6,3,4,4,3,4,5,6,4,3,6,3,4,3,2,3,4,4,6,3,54,21,36,-6,-30,8,144,13,176,18,12,21,81,27,51,103,18,16,19,158,71,21,22,4,251,1842
10420,2,4,4,5,6,2,5,6,5,3,6,6,5,2,6,2,5,2,3,2,4,3,6,2,106,28,18,4,13,8,101,-3,151,11,7,28,92,27,158,103,-11,16,7,158,74,13,23,4,182,1254
10421,6,3,6,4,4,5,1,1,4,4,2,5,3,5,5,5,1,5,4,5,2,5,4,5,65,29,35,9,34,8,178,16,197,15,13,34,99,27,155,103,30,16,13,158,82,21,35,4,241,1732
10422,2,6,5,6,6,4,6,6,5,1,1,6,5,4,6,4,6,4,2,4,4,3,3,4,67,-4,-1,-28,-59,8,4,-23,123,26,18,-3,62,27,-5,103,-63,16,9,158,64,30,27,4,249,1828
10423,5,6,3,5,5,5,6,6,3,4,4,4,3,5,5,5,6,5,3,5,4,2,5,5,69,22,37,1,6,8,118,2,187,21,13,31,82,27,120,103,-7,16,18,158,64,37,29,4,264,1922
10424,5,4,4,3,6,2,4,4,4,2,3,3,3,2,5,2,4,2,4,2,3,2,3,2,57,27,-10,1,2,8,175,14,106,20,13,31,71,27,104,103,32,16,-5,158,66,36,30,4,244,1766
10425,1,5,4,3,2,6,2,2,3,6,6,3,1,6,3,6,2,6,3,6,1,6,2,6,104,24,39,14,50,8,171,8,205,11,8,42,105,27,218,103,13,16,14,158,110,16,36,4,241,1724
10426,2,4,4,5,6,2,5,6,5,3,6,6,5,2,6,2,5,2,3,2,4,3,6,2,106,28,18,4,13,8,101,-3,151,11,7,28,92,27,158,103,-11,16,7,158,74,13,23,4,182,1254
10427,5,6,3,5,5,5,6,6,3,4,4,4,3,5,5,5,6,5,3,5,4,2,5,5,69,22,37,1,6,8,118,2,187,21,13,31,82,27,120,103,-7,16,18,158,64,37,29,4,264,1922
10428,5,5,3,4,4,6,5,5,3,6,6,1,3,6,4,6,5,6,4,6,6,6,4,6,60,16,17,0,1,8,41,-13,138,12,11,32,77,27,104,103,-41,16,7,158,56,23,25,4,249,1820
10429,5,6,5,4,4,2,6,6,6,2,2,6,6,2,5,2,6,2,4,2,6,2,6,2,70,10,14,7,23,8,16,-21,112,24,14,28,55,27,142,103,-61,16,5,158,47,41,14,4,206,1472
10430,4,2,2,3,3,6,3,3,2,5,6,5,6,6,3,6,3,6,2,6,6,6,3,6,78,32,56,8,32,8,156,12,194,20,11,31,58,27,160,103,21,16,26,158,61,30,34,4,264,1924
10431,1,2,5,1,1,3,1,1,2,1,1,1,1,3,1,3,3,3,1,3,1,1,2,3,107,40,24,32,79,8,328,68,246,29,14,59,115,27,291,103,41,16,42,158,123,56,36,4,192,1366
10432,5,6,1,4,3,6,6,5,1,5,3,5,1,6,5,6,6,6,1,6,4,3,1,6,56,-5,79,3,15,8,11,-23,272,23,14,22,83,27,110,103,-63,16,39,158,60,42,48,4,219,1596
10433,3,1,5,1,1,4,1,1,5,4,2,1,4,4,1,4,1,4,5,4,3,2,2,4,100,62,5,23,66,8,327,45,146,20,15,52,84,27,256,103,88,16,0,158,93,39,37,4,214,1562
10434,1,3,3,3,3,3,3,5,3,5,5,4,4,3,3,3,3,3,3,3,4,5,6,3,105,40,25,3,15,8,214,17,162,12,8,32,90,27,163,103,56,16,8,158,80,21,27,4,231,1636
10435,6,2,1,5,5,5,1,1,1,3,4,5,2,5,5,5,2,5,1,5,1,2,1,5,54,39,62,-4,-16,8,295,59,261,22,11,28,106,27,73,103,38,16,32,158,120,39,39,4,210,1520
10436,6,3,6,4,4,5,1,1,4,4,2,5,3,5,5,5,1,5,4,5,2,5,4,5,65,29,35,9,34,8,178,16,197,15,13,34,99,27,155,103,30,16,13,158,82,21,35,4,241,1732
10437,3,6,5,5,6,6,6,6,5,6,6,5,5,6,4,6,5,6,5,6,6,6,6,6,72,17,-27,-4,-17,8,42,-13,54,12,10,27,58,27,88,103,-34,16,-9,158,51,21,20,4,193,1380
10438,3,3,1,6,6,3,1,1,1,2,2,3,1,3,6,3,1,3,1,3,4,2,1,3,70,24,83,-3,-16,8,170,22,299,23,13,28,103,27,92,103,28,16,41,158,55,41,49,4,242,1742
10439,4,1,3,4,4,3,1,2,3,2,2,5,3,3,4,3,1,3,2,3,3,1,4,3,66,43,35,4,18,8,230,32,175,20,12,26,73,27,126,103,55,16,19,158,62,38,28,4,194,1388
10440,4,3,6,5,5,4,5,5,6,4,5,1,6,4,4,4,4,4,6,4,6,4,1,4,104,32,2,1,3,8,95,-2,104,11,8,35,60,27,151,103,-2,16,0,158,54,13,31,4,235,1666
10441,1,3,6,3,3,2,2,2,6,6,6,3,3,2,3,2,1,2,6,2,2,6,3,2,106,35,9,8,28,8,198,17,141,7,7,33,90,27,182,103,39,16,3,158,92,15,32,4,210,1526
10442,3,5,3,2,2,4,4,4,3,3,4,2,5,4,2,4,4,4,3,4,6,2,3,4,103,15,44,14,49,8,81,-2,177,21,11,42,63,27,219,103,-22,16,16,158,51,39,33,4,209,1510
10443,1,3,2,2,2,1,3,3,2,5,4,2,2,1,2,1,4,1,2,1,1,6,2,1,106,28,59,30,76,8,140,1,254,16,9,56,105,27,277,103,-19,16,26,158,109,21,48,4,247,1798
10444,6,1,5,6,6,4,3,6,5,2,4,6,6,4,6,4,3,4,5,4,3,2,5,4,62,32,-14,-1,-4,8,95,-18,79,28,12,29,52,27,98,103,-25,16,-7,158,54,52,20,4,204,1448
10445,2,3,3,4,5,1,2,3,2,5,6,1,1,1,3,1,3,1,3,1,1,5,2,1,63,27,26,2,9,8,128,5,177,14,11,31,99,27,116,103,10,16,10,158,68,18,28,4,234,1658
10446,3,5,2,4,4,3,4,2,2,6,3,5,1,3,4,3,4,3,3,3,1,6,3,3,77,15,48,6,25,8,63,-10,214,19,12,29,94,27,149,103,-34,16,19,158,60,32,34,4,204,1452
10447,4,2,1,1,1,3,3,3,1,1,2,1,4,3,1,3,3,3,1,3,5,1,1,3,93,32,75,18,55,8,176,14,259,26,12,47,69,27,225,103,23,16,42,158,59,48,47,4,209,1518
10448,4,1,3,3,3,4,1,1,3,3,5,4,1,4,3,4,1,4,4,4,1,5,4,4,104,62,25,5,21,8,313,37,184,18,8,33,103,27,171,103,81,16,7,158,110,23,31,4,248,1818
10449,4,2,2,3,3,6,3,3,2,5,6,5,6,6,3,6,3,6,2,6,6,6,3,6,78,32,56,8,32,8,156,12,194,20,11,31,58,27,160,103,21,16,26,158,61,30,34,4,264,1924
10450,4,1,3,3,3,4,1,1,3,3,5,4,1,4,3,4,1,4,4,4,1,5,4,4,104,62,25,5,21,8,313,37,184,18,8,33,103,27,171,103,81,16,7,158,110,23,31,4,248,1818
10451,5,5,2,3,3,2,3,2,3,4,4,4,5,2,5,2,2,2,2,2,4,4,4,2,57,20,38,3,14,8,127,8,151,21,12,22,54,27,108,103,20,16,13,158,59,20,25,4,234,1654
10452,2,1,2,3,3,2,3,6,2,1,1,6,3,2,3,2,4,2,2,2,1,1,4,2,74,30,52,2,9,8,115,-14,211,32,13,22,74,27,120,103,-18,16,21,158,62,55,32,4,242,1744
10453,4,1,1,3,1,2,1,1,1,4,4,1,1,2,2,2,1,2,1,2,3,3,1,2,104,59,54,5,21,8,314,40,234,11,8,32,110,27,170,103,80,16,22,158,111,24,37,4,215,1568
10454,5,6,6,5,5,2,6,5,6,5,3,5,3,2,5,2,6,2,6,2,2,5,6,2,59,11,-26,1,6,8,36,-14,75,14,11,29,70,27,106,103,-48,16,-8,158,71,16,25,4,209,1508
10455,5,6,1,4,3,6,6,5,1,5,3,5,1,6,5,6,6,6,1,6,4,3,1,6,56,-5,79,3,15,8,11,-23,272,23,14,22,83,27,110,103,-63,16,39,158,60,42,48,4,219,1596
10456,1,5,3,4,4,4,5,5,3,3,2,1,2,4,1,4,5,4,3,4,2,3,5,4,103,18,15,1,5,8,80,-11,144,20,15,37,81,27,161,103,-26,16,4,158,67,32,24,4,244,1760
10457,3,2,1,4,4,5,2,2,1,1,1,4,1,5,3,5,2,5,1,5,2,1,2,5,101,32,47,4,20,8,199,20,234,21,14,30,111,27,169,103,31,16,19,158,87,29,36,4,211,1536
10458,2,3,4,1,1,1,3,3,2,4,5,1,1,1,1,1,3,1,4,1,1,5,2,1,106,26,54,18,56,8,191,13,237,16,9,47,105,27,236,103,19,16,20,158,112,21,42,4,183,1264
10459,6,4,5,6,6,1,5,6,5,2,1,6,6,1,6,1,5,1,5,1,4,4,5,1,57,20,12,-13,-38,8,58,-15,131,22,14,14,61,27,34,103,-34,16,9,158,59,28,27,4,209,1516
10460,3,4,1,6,6,5,3,3,1,6,6,4,1,5,4,5,3,5,1,5,3,4,2,5,85,24,47,-1,-6,8,126,7,215,14,10,33,99,27,121,103,7,16,22,158,58,30,33,4,245,1772
10461,1,1,2,1,1,5,1,1,1,2,4,1,3,5,1,5,1,5,1,5,3,1,1,5,106,68,81,39,85,8,368,66,310,17,9,59,106,27,298,103,94,16,47,158,109,31,59,4,236,1676
10462,1,2,1,5,5,5,2,1,1,6,5,3,1,5,3,5,2,5,1,5,1,6,1,5,91,59,73,-3,-9,8,305,44,264,11,9,31,105,27,119,103,83,16,34,158,106,13,41,4,184,1268
10463,1,2,6,4,4,3,2,4,6,3,3,2,2,3,4,3,2,3,6,3,4,4,4,3,105,57,9,4,18,8,282,28,161,12,10,32,108,27,169,103,71,16,1,158,106,20,31,4,215,1570
10464,1,3,1,1,1,5,4,4,1,1,1,1,4,5,1,5,5,5,1,5,5,1,1,5,107,31,54,16,51,8,164,13,228,26,13,46,86,27,233,103,11,16,19,158,67,42,43,4,248,1816
10465,1,5,3,4,4,4,5,5,3,3,2,1,2,4,1,4,5,4,3,4,2,3,5,4,103,18,15,1,5,8,80,-11,144,20,15,37,81,27,161,103,-26,16,4,158,67,32,24,4,244,1760
10466,1,2,3,1,1,5,2,2,3,6,3,2,2,5,1,5,2,5,3,5,3,5,3,5,79,28,38,8,31,8,117,0,197,15,12,31,97,27,161,103,2,16,13,158,58,29,34,4,242,1736
10467,6,2,6,6,6,5,2,3,6,1,2,6,6,5,6,5,2,5,6,5,4,1,6,5,50,44,-28,-20,-44,8,204,15,67,32,14,5,50,27,5,103,41,16,-7,158,65,39,20,4,237,1696
10468,4,6,4,2,2,1,6,5,4,3,4,5,5,1,2,1,6,1,4,1,6,6,6,1,67,15,25,4,18,8,31,-14,143,18,11,26,67,27,126,103,-47,16,8,158,49,28,25,4,242,1740
10469,5,5,5,5,5,6,5,6,5,3,5,1,5,6,5,6,5,6,3,6,4,2,6,6,61,18,23,1,7,8,52,-17,137,20,13,32,64,27,114,103,-42,16,11,158,57,36,19,4,239,1722
10470,4,6,5,4,4,6,6,6,5,2,1,4,5,6,4,6,6,6,5,6,6,3,6,6,69,7,17,0,0,8,2,-21,145,25,15,33,66,27,117,103,-60,16,8,158,43,33,29,4,210,1524
10471,4,2,1,1,1,3,3,3,1,1,2,1,4,3,1,3,3,3,1,3,5,1,1,3,93,32,75,18,55,8,176,14,259,26,12,47,69,27,225,103,23,16,42,158,59,48,47,4,209,1518
10472,4,1,4,3,3,6,1,1,4,5,5,4,3,6,4,6,1,6,4,6,1,4,3,6,59,62,8,3,15,8,294,34,120,13,11,25,67,27,113,103,84,16,1,158,94,20,31,4,237,1698
10473,1,4,1,3,2,3,3,5,1,3,3,1,4,3,2,3,5,3,1,3,4,3,3,3,105,30,27,5,21,8,164,2,182,11,8,33,106,27,172,103,4,16,9,158,108,20,29,4,246,1784
10474,6,4,3,6,6,4,4,2,2,1,1,5,5,4,6,4,4,4,2,4,5,1,3,4,53,40,40,0,2,8,249,37,206,14,13,25,97,27,93,103,50,16,22,158,82,40,33,4,215,1574
10475,1,2,5,1,1,3,1,1,2,1,1,1,1,3,1,3,3,3,1,3,1,1,2,3,107,40,24,32,79,8,328,68,246,29,14,59,115,27,291,103,41,16,42,158,123,56,36,4,192,1366
10476,2,3,2,2,2,1,2,2,2,6,4,6,1,1,2,1,3,1,2,1,1,4,2,1,87,45,39,2,9,8,244,22,206,12,11,24,108,27,133,103,54,16,15,158,102,21,32,4,244,1762
10477,2,3,4,5,5,3,2,3,1,6,6,3,1,3,4,3,2,3,5,3,1,6,4,3,103,28,18,2,7,8,164,9,171,14,8,38,106,27,158,103,22,16,5,158,89,16,28,4,206,1478
10478,1,1,2,1,1,5,1,1,1,2,4,1,3,5,1,5,1,5,1,5,3,1,1,5,106,68,81,39,85,8,368,66,310,17,9,59,106,27,298,103,94,16,47,158,109,31,59,4,236,1676
10479,1,1,6,2,2,2,1,1,5,3,3,2,4,2,1,2,1,2,6,2,3,3,1,2,105,52,4,6,24,8,259,19,158,12,9,31,105,27,175,103,61,16,-1,158,110,17,38,4,195,1400
10480,6,4,5,6,6,1,5,6,5,2,1,6,6,1,6,1,5,1,5,1,4,4,5,1,57,20,12,-13,-38,8,58,-15,131,22,14,14,61,27,34,103,-34,16,9,158,59,28,27,4,209,1516
10481,2,6,5,6,6,4,6,6,5,1,1,6,5,4,6,4,6,4,2,4,4,3,3,4,67,-4,-1,-28,-59,8,4,-23,123,26,18,-3,62,27,-5,103,-63,16,9,158,64,30,27,4,249,1828
10482,3,5,2,5,5,5,5,4,3,5,6,3,3,5,3,5,5,5,2,5,5,3,4,5,104,18,60,2,9,8,92,3,220,16,9,38,81,27,162,103,-11,16,25,158,53,29,38,4,183,1256
10483,5,6,6,4,5,1,6,6,6,2,3,4,6,1,4,1,6,1,6,1,6,3,6,1,60,15,-30,3,14,8,34,-25,45,24,14,25,54,27,116,103,-42,16,-22,158,51,35,19,4,214,1556
10484,4,2,6,1,1,3,4,4,6,3,5,1,6,3,1,3,3,3,6,3,6,3,4,3,102,33,-29,17,54,8,160,8,20,17,8,46,30,27,227,103,41,16,-23,158,52,26,25,4,205,1460
10485,5,2,6,2,5,1,6,6,6,2,1,5,6,1,5,1,6,1,6,1,5,2,2,1,72,31,0,5,16,8,123,-2,116,17,13,26,67,27,132,103,-2,16,-1,158,74,22,33,4,246,1788
10486,3,2,1,4,4,5,2,2,1,1,1,4,1,5,3,5,2,5,1,5,2,1,2,5,101,32,47,4,20,8,199,20,234,21,14,30,111,27,169,103,31,16,19,158,87,29,36,4,211,1536
10487,2,3,4,4,4,1,5,5,4,4,4,6,6,1,5,1,5,1,4,1,3,4,3,1,105,24,9,4,17,8,113,1,108,15,8,30,56,27,164,103,-3,16,0,158,67,24,28,4,202,1446
10488,3,4,1,6,6,5,3,3,1,6,6,4,1,5,4,5,3,5,1,5,3,4,2,5,85,24,47,-1,-6,8,126,7,215,14,10,33,99,27,121,103,7,16,22,158,58,30,33,4,245,1772
10489,6,2,3,2,2,2,2,2,3,3,1,4,2,2,5,2,2,2,3,2,4,3,3,2,59,47,62,6,25,8,265,39,252,14,12,28,107,27,130,103,58,16,29,158,102,19,40,4,213,1546
10490,4,5,4,5,5,6,5,5,5,5,5,4,5,6,4,6,4,6,5,6,6,5,4,6,101,27,19,1,3,8,117,3,123,16,9,37,58,27,151,103,7,16,6,158,61,19,24,4,190,1344
10491,4,2,1,1,1,3,1,1,1,2,1,1,1,3,1,3,1,3,1,3,2,4,1,3,104,29,92,36,84,8,225,33,333,19,15,58,106,27,297,103,27,16,50,158,107,29,66,4,247,1800
10492,3,3,2,3,3,4,2,2,4,1,1,4,4,4,3,4,2,4,2,4,4,2,5,4,92,33,20,4,22,8,194,20,144,20,13,31,71,27,162,103,50,16,8,158,62,29,25,4,262,1906
10493,5,2,5,5,5,1,2,2,5,5,3,5,3,1,5,1,2,1,5,1,3,5,2,1,56,38,1,-1,-2,8,217,26,130,14,13,31,81,27,97,103,53,16,1,158,82,18,33,4,251,1836
10494,1,5,4,3,2,6,2,2,3,6,6,3,1,6,3,6,2,6,3,6,1,6,2,6,104,24,39,14,50,8,171,8,205,11,8,42,105,27,218,103,13,16,14,158,110,16,36,4,241,1724
10495,5,3,2,5,5,1,3,3,3,2,2,6,6,1,5,1,3,1,3,1,6,2,2,1,66,53,43,3,11,8,250,28,189,13,11,21,83,27,112,103,70,16,17,158,69,30,33,4,215,1572
10496,3,4,3,2,2,1,2,2,4,6,3,4,6,1,3,1,2,1,4,1,2,5,4,1,69,23,27,4,21,8,163,16,138,17,13,29,61,27,136,103,33,16,8,158,64,27,25,4,239,1714
10497,6,2,1,5,5,5,1,1,1,3,4,5,2,5,5,5,2,5,1,5,1,2,1,5,54,39,62,-4,-16,8,295,59,261,22,11,28,106,27,73,103,38,16,32,158,120,39,39,4,210,1520
10498,3,1,3,3,3,4,1,2,3,6,6,3,2,4,3,4,2,4,3,4,1,6,3,4,104,32,54,13,45,8,216,23,239,13,8,40,106,27,210,103,37,16,25,158,109,15,41,4,190,1346
10499,5,5,5,2,2,5,4,4,5,5,5,4,5,5,2,5,4,5,5,5,5,6,6,5,103,16,9,6,23,8,114,5,105,14,8,35,58,27,175,103,10,16,0,158,66,17,24,4,202,1436
10500,6,3,6,6,6,4,3,3,6,2,2,6,4,4,6,4,3,4,6,4,6,4,1,4,55,27,3,-8,-34,8,151,9,123,23,14,16,64,27,43,103,31,16,3,158,56,28,30,4,239,1720
10501,1,4,1,3,2,3,3,5,1,3,3,1,4,3,2,3,5,3,1,3,4,3,3,3,105,30,27,5,21,8,164,2,182,11,8,33,106,27,172,103,4,16,9,158,108,20,29,4,246,1784
10502,6,6,6,5,4,5,6,6,6,2,5,3,6,5,4,5,6,5,6,5,6,1,6,5,57,12,-55,2,10,8,44,-20,12,25,12,29,54,27,110,103,-53,16,-26,158,54,51,14,4,234,1652
10503,6,4,1,6,6,2,2,2,2,5,1,3,2,2,6,2,3,2,2,2,4,3,2,2,66,46,83,2,7,8,282,47,299,13,12,31,107,27,118,103,65,16,43,158,104,20,53,4,236,1682
10504,5,3,2,5,5,1,3,3,3,2,2,6,6,1,5,1,3,1,3,1,6,2,2,1,66,53,43,3,11,8,250,28,189,13,11,21,83,27,112,103,70,16,17,158,69,30,33,4,215,1572
10505,6,3,6,6,6,4,3,3,6,2,2,6,4,4,6,4,3,4,6,4,6,4,1,4,55,27,3,-8,-34,8,151,9,123,23,14,16,64,27,43,103,31,16,3,158,56,28,30,4,239,1720
10506,6,6,3,6,6,6,6,6,2,5,5,4,4,6,6,6,6,6,3,6,6,5,5,6,59,5,14,0,1,8,-11,-26,126,20,12,31,61,27,103,103,-63,16,5,158,43,30,26,4,201,1434
10507,4,2,6,2,2,3,4,4,6,3,2,4,6,3,2,3,2,3,6,3,6,5,6,3,103,54,-41,6,21,8,270,32,40,14,11,31,69,27,172,103,79,16,-19,158,88,17,17,4,236,1684
10508,1,6,2,5,5,4,6,6,4,4,4,1,4,4,4,4,6,4,2,4,6,4,4,4,105,9,26,1,5,8,23,-20,157,13,9,36,84,27,156,103,-52,16,9,158,63,23,25,4,252,1854
10509,6,1,5,6,6,2,1,1,5,1,2,6,5,2,6,2,1,2,5,2,6,1,1,2,65,44,12,2,9,8,207,13,136,18,11,21,69,27,108,103,49,16,2,158,74,27,35,4,246,1786
10510,6,6,6,5,6,3,6,6,6,2,1,2,4,3,6,3,6,3,6,3,4,3,5,3,82,15,-19,1,7,8,60,-12,83,19,17,35,66,27,142,103,-38,16,-8,158,67,28,25,4,202,1440
10511,5,5,4,3,3,2,5,4,4,2,3,5,5,2,4,2,5,2,5,2,5,2,4,2,77,17,35,6,24,8,52,-12,169,17,11,29,75,27,147,103,-39,16,13,158,60,26,29,4,211,1542
10512,3,4,5,1,1,1,4,4,5,3,4,2,5,1,2,1,5,1,4,1,4,2,6,1,104,30,15,4,21,8,115,0,122,13,8,32,66,27,169,103,-3,16,4,158,67,21,24,4,235,1670
